record_id,left,hit,right
row_7243,he was fled from the presence of                             ,king,"Solomon, and Jeroboam dwelt in Egypt;) 12:3"
row_7245,And                                                          ,king,"Rehoboam consulted with the old men, that"
row_7248,"to Rehoboam the third day, as the                            ",king,"had appointed, saying, Come to me again"
row_7249,And the                                                      ,king,"answered the people roughly, and forsook the"
row_7250,Wherefore the                                                ,king,hearkened not unto the people; for the
row_7251,So when all Israel saw that the                              ,king,"hearkened not unto them, the people answered"
row_7251,"not unto them, the people answered the                       ","king,","saying, What portion have we in David?"
row_7253,Then                                                         ,king,"Rehoboam sent Adoram, who was over the"
row_7253,"him with stones, that he died. Therefore                     ",king,Rehoboam made speed to get him up
row_7255,"him unto the congregation, and made him                      ",king,over all Israel: there was none that
row_7256,"the house of Israel, to bring the                            ",kingdom,again to Rehoboam the son of Solomon.
row_7258,"Speak unto Rehoboam, the son of Solomon,                     ",king,"of Judah, and unto all the house"
row_7260,"said in his heart, Now shall the                             ",kingdom,return to the house of David: 12:27
row_7260,"again unto their lord, even unto Rehoboam                    ",king,"of Judah, and they shall kill me,"
row_7260,"kill me, and go again to Rehoboam                            ",king,of Judah.
row_7261,Whereupon the                                                ,king,"took counsel, and made two calves of"
row_7270,"And it came to pass, when                                    ",king,Jeroboam heard the saying of the man
row_7272,And the                                                      ,king,answered and said unto the man of
row_7272,"of God besought the LORD, and the                            ",king’s,"hand was restored him again, and became"
row_7273,And the                                                      ,king,"said unto the man of God, Come"
row_7274,the man of God said unto the                                 ,"king,",If thou wilt give me half thine
row_7276,words which he had spoken unto the                           ,"king,",them they told also to their father.
row_7296,which told me that I should be                               ,king,over this people.
row_7301,"my people Israel, 14:8 And rent the                          ",kingdom,"away from the house of David, and"
row_7305,the LORD shall raise him up a                                ,king,"over Israel, who shall cut off the"
row_7306,"river, because they have made their groves,                  ",provoking,the LORD to anger.
row_7309,the book of the chronicles of the                            ,kings,of Israel.
row_7315,to pass in the fifth year of                                 ,king,"Rehoboam, that Shishak king of Egypt came"
row_7315,"fifth year of king Rehoboam, that Shishak                    ",king,of Egypt came up against Jerusalem: 14:26
row_7315,"the LORD, and the treasures of the                           ",king’s,house; he even took away all: and
row_7316,And                                                          ,king,"Rehoboam made in their stead brasen shields,"
row_7316,"guard, which kept the door of the                            ",king’s,house.
row_7317,"And it was so, when the                                      ",king,"went into the house of the LORD,"
row_7318,the book of the chronicles of the                            ,kings,of Judah?
row_7321,Now in the eighteenth year of                                ,king,Jeroboam the son of Nebat reigned Abijam
row_7326,the book of the chronicles of the                            ,kings,of Judah? And there was war between
row_7328,And in the twentieth year of Jeroboam                        ,king,of Israel reigned Asa over Judah.
row_7335,there was war between Asa and Baasha                         ,king,of Israel all their days.
row_7336,And Baasha                                                   ,king,"of Israel went up against Judah, and"
row_7336,go out or come in to Asa                                     ,king,of Judah.
row_7337,"the LORD, and the treasures of the                           ",king’s,"house, and delivered them into the hand"
row_7337,into the hand of his servants: and                           ,king,"Asa sent them to Benhadad, the son"
row_7337,"son of Tabrimon, the son of Hezion,                          ",king,"of Syria, that dwelt at Damascus, saying,"
row_7337,come and break thy league with Baasha                        ,king,"of Israel, that he may depart from"
row_7338,So Benhadad hearkened unto                                   ,king,"Asa, and sent the captains of the"
row_7340,Then                                                         ,king,Asa made a proclamation throughout all Judah;
row_7340,"timber thereof, wherewith Baasha had builded; and            ",king,"Asa built with them Geba of Benjamin,"
row_7341,the book of the chronicles of the                            ,kings,of Judah? Nevertheless in the time of
row_7343,Israel in the second year of Asa                             ,king,"of Judah, and reigned over Israel two"
row_7346,Even in the third year of Asa                                ,king,"of Judah did Baasha slay him, and"
row_7348,the book of the chronicles of the                            ,kings,of Israel?
row_7349,there was war between Asa and Baasha                         ,king,of Israel all their days.
row_7350,In the third year of Asa                                     ,king,of Judah began Baasha the son of
row_7354,the book of the chronicles of the                            ,kings,of Israel? 16:6 So Baasha slept with
row_7355,"in the sight of the LORD, in                                 ",provoking,him to anger with the work of
row_7356,the twenty and sixth year of Asa                             ,king,of Judah began Elah the son of
row_7357,"against him, as he was in Tirzah,                            ",drinking,himself drunk in the house of Arza
row_7358,the twenty and seventh year of Asa                           ,king,"of Judah, and reigned in his stead."
row_7361,"which they made Israel to sin, in                            ",provoking,the LORD God of Israel to anger
row_7362,the book of the chronicles of the                            ,kings,of Israel?
row_7363,the twenty and seventh year of Asa                           ,king,of Judah did Zimri reign seven days
row_7364,"hath conspired, and hath also slain the                      ",king:,"wherefore all Israel made Omri, the captain"
row_7364,"made Omri, the captain of the host,                          ",king,over Israel that day in the camp.
row_7366,he went into the palace of the                               ,king’s,"house, and burnt the king’s house over"
row_7366,"of the king’s house, and burnt the                           ",king’s,"house over him with fire, and died."
row_7367,"in the sight of the LORD, in                                 ",walking,"in the way of Jeroboam, and in"
row_7368,the book of the chronicles of the                            ,kings,of Israel? 16:21 Then were the people
row_7368,"the son of Ginath, to make him                               ",king;,and half followed Omri.
row_7370,the thirty and first year of Asa                             ,king,of Judah began Omri to reign over
row_7374,the book of the chronicles of the                            ,kings,of Israel? 16:28 So Omri slept with
row_7375,the thirty and eighth year of Asa                            ,king,of Judah began Ahab the son of
row_7377,to wife Jezebel the daughter of Ethbaal                      ,king,"of the Zidonians, and went and served"
row_7379,of Israel to anger than all the                              ,kings,of Israel that were before him.
row_7406,"God liveth, there is no nation or                            ","kingdom,",whither my lord hath not sent to
row_7406,there; he took an oath of the                                ,kingdom,"and nation, that they found thee not."
row_7420,he is a god; either he is                                    ,"talking,","or he is pursuing, or he is"
row_7449,"when thou comest, anoint Hazael to be                        ",king,over Syria: 19:16 And Jehu the son
row_7449,of Nimshi shalt thou anoint to be                            ,king,over Israel: and Elisha the son of
row_7455,And Benhadad the                                             ,king,of Syria gathered all his host together:
row_7455,together: and there were thirty and two                      ,kings,"with him, and horses, and chariots; and"
row_7456,And he sent messengers to Ahab                               ,king,"of Israel into the city, and said"
row_7457,And the                                                      ,king,"of Israel answered and said, My lord,"
row_7457,"Israel answered and said, My lord, O                         ","king,","according to thy saying, I am thine,"
row_7459,Then the                                                     ,king,of Israel called all the elders of
row_7461,"messengers of Benhadad, Tell my lord the                     ","king,",All that thou didst send for to
row_7463,And the                                                      ,king,"of Israel answered and said, Tell him,"
row_7464,"Benhadad heard this message, as he was                       ","drinking,","he and the kings in the pavilions,"
row_7464,"as he was drinking, he and the                               ",kings,"in the pavilions, that he said unto"
row_7465,"behold, there came a prophet unto Ahab                       ",king,"of Israel, saying, Thus saith the LORD,"
row_7468,went out at noon. But Benhadad was                           ,drinking,"himself drunk in the pavilions, he and"
row_7468,"drunk in the pavilions, he and the                           ","kings,",the thirty and two kings that helped
row_7468,"and the kings, the thirty and two                            ",kings,that helped him.
row_7472,and Israel pursued them: and Benhadad the                    ,king,of Syria escaped on an horse with
row_7473,And the                                                      ,king,"of Israel went out, and smote the"
row_7474,And the prophet came to the                                  ,king,"of Israel, and said unto him, Go,"
row_7474,at the return of the year the                                ,king,of Syria will come up against thee.
row_7475,And the servants of the                                      ,king,"of Syria said unto him, Their gods"
row_7476,"And do this thing, Take the                                  ",kings,"away, every man out of his place,"
row_7479,"man of God, and spake unto the                               ",king,"of Israel, and said, Thus saith the"
row_7482,"Behold now, we have heard that the                           ",kings,of the house of Israel are merciful
row_7482,of the house of Israel are merciful                          ,kings:,"let us, I pray thee, put sackcloth"
row_7482,"our heads, and go out to the                                 ",king,of Israel: peradventure he will save thy
row_7483,"on their heads, and came to the                              ",king,"of Israel, and said, Thy servant Benhadad"
row_7489,"the prophet departed, and waited for the                     ",king,"by the way, and disguised himself with"
row_7490,And as the                                                   ,king,"passed by, he cried unto the king:"
row_7490,"king passed by, he cried unto the                            ",king:,"and he said, Thy servant went out"
row_7491,"and there, he was gone. And the                              ",king,"of Israel said unto him, So shall"
row_7492,ashes away from his face; and the                            ,king,of Israel discerned him that he was
row_7494,And the                                                      ,king,of Israel went to his house heavy
row_7495,"Jezreel, hard by the palace of Ahab                          ",king,of Samaria.
row_7500,"unto him, Dost thou now govern the                           ",kingdom,"of Israel? arise, and eat bread, and"
row_7502,"saying, Thou didst blaspheme God and the                     ",king.,"And then carry him out, and stone"
row_7505,"saying, Naboth did blaspheme God and the                     ",king.,Then they carried him forth out of
row_7510,"Arise, go down to meet Ahab                                  ",king,"of Israel, which is in Samaria: behold,"
row_7522,"in the third year, that Jehoshaphat the                      ",king,of Judah came down to the king
row_7522,king of Judah came down to the                               ,king,of Israel.
row_7523,And the                                                      ,king,"of Israel said unto his servants, Know"
row_7523,not out of the hand of the                                   ,king,of Syria? 22:4 And he said unto
row_7523,to Ramothgilead? And Jehoshaphat said to the                 ,king,"of Israel, I am as thou art,"
row_7524,And Jehoshaphat said unto the                                ,king,"of Israel, Enquire, I pray thee, at"
row_7525,Then the                                                     ,king,"of Israel gathered the prophets together, about"
row_7525,deliver it into the hand of the                              ,king.,
row_7526,might enquire of him? 22:8 And the                           ,king,"of Israel said unto Jehoshaphat, There is"
row_7526,"evil. And Jehoshaphat said, Let not the                      ",king,say so.
row_7527,Then the                                                     ,king,"of Israel called an officer, and said,"
row_7528,And the                                                      ,king,of Israel and Jehoshaphat the king of
row_7528,the king of Israel and Jehoshaphat the                       ,king,"of Judah sat each on his throne,"
row_7530,the LORD shall deliver it into the                           ,king’s,hand.
row_7531,of the prophets declare good unto the                        ,king,"with one mouth: let thy word, I"
row_7533,So he came to the                                            ,king.,"And the king said unto him, Micaiah,"
row_7533,he came to the king. And the                                 ,king,"said unto him, Micaiah, shall we go"
row_7533,deliver it into the hand of the                              ,king.,
row_7534,And the                                                      ,king,"said unto him, How many times shall"
row_7535,And the                                                      ,king,"of Israel said unto Jehoshaphat, Did I"
row_7541,And the                                                      ,king,"of Israel said, Take Micaiah, and carry"
row_7541,"of the city, and to Joash the                                ",king’s,"son; 22:27 And say, Thus saith the"
row_7541,"son; 22:27 And say, Thus saith the                           ","king,","Put this fellow in the prison, and"
row_7543,So the                                                       ,king,of Israel and Jehoshaphat the king of
row_7543,the king of Israel and Jehoshaphat the                       ,king,of Judah went up to Ramothgilead.
row_7544,And the                                                      ,king,"of Israel said unto Jehoshaphat, I will"
row_7544,put thou on thy robes. And the                               ,king,"of Israel disguised himself, and went into"
row_7545,But the                                                      ,king,of Syria commanded his thirty and two
row_7545,"small nor great, save only with the                          ",king,of Israel.
row_7546,"that they said, Surely it is the                             ",king,of Israel. And they turned aside to
row_7547,chariots perceived that it was not the                       ,king,"of Israel, that they turned back from"
row_7548,"bow at a venture, and smote the                              ",king,of Israel between the joints of the
row_7549,the battle increased that day: and the                       ,king,was stayed up in his chariot against
row_7551,So the                                                       ,king,"died, and was brought to Samaria; and"
row_7551,brought to Samaria; and they buried the                      ,king,in Samaria.
row_7553,the book of the chronicles of the                            ,kings,of Israel?
row_7555,Judah in the fourth year of Ahab                             ,king,of Israel.
row_7558,And Jehoshaphat made peace with the                          ,king,of Israel.
row_7559,the book of the chronicles of the                            ,kings,of Judah? 22:46 And the remnant of
row_7560,There was then no                                            ,king,in Edom: a deputy was king.
row_7560,no king in Edom: a deputy was                                ,king.,
row_7564,in Samaria the seventeenth year of Jehoshaphat               ,king,"of Judah, and reigned two years over"
row_7568,up to meet the messengers of the                             ,king,"of Samaria, and say unto them, Is"
row_7569,"unto us, Go, turn again unto the                             ",king,"that sent you, and say unto him,"
row_7571,Then the                                                     ,king,sent unto him a captain of fifty
row_7571,"unto him, Thou man of God, the                               ",king,"hath said, Come down."
row_7573,"O man of God, thus hath the                                  ",king,"said, Come down quickly."
row_7577,and went down with him unto the                              ,king.,
row_7579,year of Jehoram the son of Jehoshaphat                       ,king,of Judah; because he had no son.
row_7580,the book of the chronicles of the                            ,kings,of Israel? 2:1 And it came to
row_7603,in Samaria the eighteenth year of Jehoshaphat                ,king,"of Judah, and reigned twelve years."
row_7606,And Mesha                                                    ,king,"of Moab was a sheepmaster, and rendered"
row_7606,"was a sheepmaster, and rendered unto the                     ",king,"of Israel an hundred thousand lambs, and"
row_7607,"pass, when Ahab was dead, that the                           ",king,of Moab rebelled against the king of
row_7607,the king of Moab rebelled against the                        ,king,of Israel.
row_7608,And                                                          ,king,Jehoram went out of Samaria the same
row_7609,he went and sent to Jehoshaphat the                          ,king,"of Judah, saying, The king of Moab"
row_7609,"Jehoshaphat the king of Judah, saying, The                   ",king,of Moab hath rebelled against me: wilt
row_7611,So the                                                       ,king,"of Israel went, and the king of"
row_7611,"the king of Israel went, and the                             ",king,"of Judah, and the king of Edom:"
row_7611,"and the king of Judah, and the                               ",king,of Edom: and they fetched a compass
row_7612,And the                                                      ,king,"of Israel said, Alas! that the LORD"
row_7612,that the LORD hath called these three                        ,kings,"together, to deliver them into the hand"
row_7613,LORD by him? And one of the                                  ,king,"of Israel’s servants answered and said, Here"
row_7614,the LORD is with him. So the                                 ,king,of Israel and Jehoshaphat and the king
row_7614,king of Israel and Jehoshaphat and the                       ,king,of Edom went down to him.
row_7615,And Elisha said unto the                                     ,king,"of Israel, What have I to do"
row_7615,the prophets of thy mother. And the                          ,king,"of Israel said unto him, Nay: for"
row_7615,for the LORD hath called these three                         ,kings,"together, to deliver them into the hand"
row_7616,I regard the presence of Jehoshaphat the                     ,king,"of Judah, I would not look toward"
row_7623,when all the Moabites heard that the                         ,kings,"were come up to fight against them,"
row_7624,"And they said, This is blood: the                            ",kings,"are surely slain, and they have smitten"
row_7627,And when the                                                 ,king,of Moab saw that the battle was
row_7627,"swords, to break through even unto the                       ",king,of Edom: but they could not.
row_7641,wouldest thou be spoken for to the                           ,"king,",or to the captain of the host?
row_7670,"Naaman, captain of the host of the                           ",king,"of Syria, was a great man with"
row_7674,And the                                                      ,king,"of Syria said, Go to, go, and"
row_7674,I will send a letter unto the                                ,king,"of Israel. And he departed, and took"
row_7675,And he brought the letter to the                             ,king,"of Israel, saying, Now when this letter"
row_7676,"And it came to pass, when the                                ",king,"of Israel had read the letter, that"
row_7677,man of God had heard that the                                ,king,"of Israel had rent his clothes, that"
row_7677,"his clothes, that he sent to the                             ","king,","saying, Wherefore hast thou rent thy clothes?"
row_7701,Then the                                                     ,king,"of Syria warred against Israel, and took"
row_7702,the man of God sent unto the                                 ,king,"of Israel, saying, Beware that thou pass"
row_7703,And the                                                      ,king,of Israel sent to the place which
row_7704,Therefore the heart of the                                   ,king,of Syria was sore troubled for this
row_7704,me which of us is for the                                    ,king,of Israel? 6:12 And one of his
row_7704,"his servants said, None, my lord, O                          ",king:,"but Elisha, the prophet that is in"
row_7704,"prophet that is in Israel, telleth the                       ",king,of Israel the words that thou speakest
row_7712,And the                                                      ,king,"of Israel said unto Elisha, when he"
row_7714,"came to pass after this, that Benhadad                       ",king,"of Syria gathered all his host, and"
row_7716,And as the                                                   ,king,of Israel was passing by upon the
row_7716,"unto him, saying, Help, my lord, O                           ",king.,
row_7717,out of the winepress? 6:28 And the                           ,king,"said unto her, What aileth thee? And"
row_7719,"And it came to pass, when the                                ",king,"heard the words of the woman, that"
row_7721,the elders sat with him; and the                             ,king,sent a man from before him: but
row_7722,Then a lord on whose hand the                                ,king,"leaned answered the man of God, and"
row_7725,"they said one to another, Lo, the                            ",king,of Israel hath hired against us the
row_7725,of Israel hath hired against us the                          ,kings,"of the Hittites, and the kings of"
row_7725,"the kings of the Hittites, and the                           ",kings,"of the Egyptians, to come upon us."
row_7728,that we may go and tell the                                  ,king’s,household.
row_7730,porters; and they told it to the                             ,king’s,house within.
row_7731,And the                                                      ,king,"arose in the night, and said unto"
row_7733,took therefore two chariot horses; and the                   ,king,"sent after the host of the Syrians,"
row_7734,"And the messengers returned, and told the                    ",king.,
row_7736,And the                                                      ,king,appointed the lord on whose hand he
row_7736,"God had said, who spake when the                             ",king,came down to him.
row_7737,man of God had spoken to the                                 ,"king,","saying, Two measures of barley for a"
row_7741,she went forth to cry unto the                               ,king,for her house and for her land.
row_7742,And the                                                      ,king,talked with Gehazi the servant of the
row_7743,"to pass, as he was telling the                               ",king,how he had restored a dead body
row_7743,"had restored to life, cried to the                           ",king,for her house and for her land.
row_7743,"land. And Gehazi said, My lord, O                            ","king,","this is the woman, and this is"
row_7744,And when the                                                 ,king,"asked the woman, she told him. So"
row_7744,"the woman, she told him. So the                              ",king,"appointed unto her a certain officer, saying,"
row_7745,Elisha came to Damascus; and Benhadad the                    ,king,of Syria was sick; and it was
row_7746,And the                                                      ,king,"said unto Hazael, Take a present in"
row_7746,"before him, and said, Thy son Benhadad                       ",king,"of Syria hath sent me to thee,"
row_7749,hath shewed me that thou shalt be                            ,king,over Syria.
row_7752,year of Joram the son of Ahab                                ,king,"of Israel, Jehoshaphat being then king of"
row_7752,"Ahab king of Israel, Jehoshaphat being then                  ",king,"of Judah, Jehoram the son of Jehoshaphat"
row_7752,"of Judah, Jehoram the son of Jehoshaphat                     ",king,of Judah began to reign.
row_7754,he walked in the way of the                                  ,kings,"of Israel, as did the house of"
row_7756,"the hand of Judah, and made a                                ",king,over themselves.
row_7759,the book of the chronicles of the                            ,kings,of Judah? 8:24 And Joram slept with
row_7760,year of Joram the son of Ahab                                ,king,of Israel did Ahaziah the son of
row_7760,Israel did Ahaziah the son of Jehoram                        ,king,of Judah begin to reign.
row_7761,"name was Athaliah, the daughter of Omri                      ",king,of Israel.
row_7763,of Ahab to the war against Hazael                            ,king,of Syria in Ramothgilead; and the Syrians
row_7764,And                                                          ,king,Joram went back to be healed in
row_7764,"at Ramah, when he fought against Hazael                      ",king,of Syria. And Ahaziah the son of
row_7764,Syria. And Ahaziah the son of Jehoram                        ,king,of Judah went down to see Joram
row_7765,"saith the LORD, I have anointed thee                         ",king,"over Israel. Then open the door, and"
row_7768,"God of Israel, I have anointed thee                          ",king,"over the people of the LORD, even"
row_7772,"saith the LORD, I have anointed thee                         ",king,over Israel.
row_7773,"and blew with trumpets, saying, Jehu is                      ",king.,
row_7774,"he and all Israel, because of Hazael                         ",king,of Syria.
row_7775,But                                                          ,king,Joram was returned to be healed in
row_7775,"given him, when he fought with Hazael                        ",king,"of Syria.) And Jehu said, If it"
row_7776,Jezreel; for Joram lay there. And Ahaziah                    ,king,of Judah was come down to see
row_7777,"meet him, and said, Thus saith the                           ","king,","Is it peace? And Jehu said, What"
row_7778,"to them, and said, Thus saith the                            ","king,","Is it peace? And Jehu answered, What"
row_7780,his chariot was made ready. And Joram                        ,king,of Israel and Ahaziah king of Judah
row_7780,And Joram king of Israel and Ahaziah                         ,king,"of Judah went out, each in his"
row_7784,But when Ahaziah the                                         ,king,"of Judah saw this, he fled by"
row_7790,and bury her: for she is a                                   ,king’s,daughter.
row_7795,"were exceedingly afraid, and said, Behold, two               ",kings,stood not before him: how then shall
row_7795,bid us; we will not make any                                 ,king:,do thou that which is good in
row_7796,by to morrow this time. Now the                              ,king’s,"sons, being seventy persons, were with the"
row_7797,"came to them, that they took the                             ",king’s,"sons, and slew seventy persons, and put"
row_7798,They have brought the heads of the                           ,king’s,"sons. And he said, Lay ye them"
row_7801,Jehu met with the brethren of Ahaziah                        ,king,"of Judah, and said, Who are ye?"
row_7801,down to salute the children of the                           ,king,and the children of the queen.
row_7821,the book of the chronicles of the                            ,kings,of Israel? 10:35 And Jehu slept with
row_7824,"But Jehosheba, the daughter of                               ",king,"Joram, sister of Ahaziah, took Joash the"
row_7824,"Ahaziah, and stole him from among the                        ",king’s,sons which were slain; and they hid
row_7826,"of the LORD, and shewed them the                             ",king’s,son.
row_7827,be keepers of the watch of the                               ,king’s,house; 11:6 And a third part shall
row_7828,the house of the LORD about the                              ,king.,
row_7829,And ye shall compass the                                     ,king,"round about, every man with his weapons"
row_7829,be slain: and be ye with the                                 ,king,as he goeth out and as he
row_7831,captains over hundreds did the priest give                   ,king,"David’s spears and shields, that were in"
row_7832,"weapons in his hand, round about the                         ","king,",from the right corner of the temple
row_7833,And he brought forth the                                     ,king’s,"son, and put the crown upon him,"
row_7833,him the testimony; and they made him                         ,"king,",and anointed him; and they clapped their
row_7833,"their hands, and said, God save the                          ",king.,
row_7835,"And when she looked, behold, the                             ",king,"stood by a pillar, as the manner"
row_7835,the princes and the trumpeters by the                        ,"king,",and all the people of the land
row_7837,the which the horses came into the                           ,king’s,house: and there was she slain.
row_7838,a covenant between the LORD and the                          ,king,"and the people, that they should be"
row_7838,should be the LORD’s people; between the                     ,king,also and the people.
row_7840,the land; and they brought down the                          ,king,"from the house of the LORD, and"
row_7840,the gate of the guard to the                                 ,king’s,house. And he sat on the throne
row_7840,he sat on the throne of the                                  ,kings.,
row_7841,slew Athaliah with the sword beside the                      ,king’s,house.
row_7847,in the three and twentieth year of                           ,king,Jehoash the priests had not repaired the
row_7848,Then                                                         ,king,"Jehoash called for Jehoiada the priest, and"
row_7851,"much money in the chest, that the                            ",king’s,"scribe and the high priest came up,"
row_7857,Then Hazael                                                  ,king,"of Syria went up, and fought against"
row_7858,And Jehoash                                                  ,king,of Judah took all the hallowed things
row_7858,"Jehoshaphat, and Jehoram, and Ahaziah, his fathers,          ",kings,"of Judah, had dedicated, and his own"
row_7858,"house of the LORD, and in the                                ",king’s,"house, and sent it to Hazael king"
row_7858,"king’s house, and sent it to Hazael                          ",king,of Syria: and he went away from
row_7859,the book of the chronicles of the                            ,kings,of Judah?
row_7862,year of Joash the son of Ahaziah                             ,king,of Judah Jehoahaz the son of Jehu
row_7864,delivered them into the hand of Hazael                       ,king,"of Syria, and into the hand of"
row_7865,"saw the oppression of Israel, because the                    ",king,of Syria oppressed them.
row_7867,"chariots, and ten thousand footmen; for the                  ",king,"of Syria had destroyed them, and had"
row_7868,the book of the chronicles of the                            ,kings,of Israel? 13:9 And Jehoahaz slept with
row_7869,the thirty and seventh year of Joash                         ,king,of Judah began Jehoash the son of
row_7871,his might wherewith he fought against Amaziah                ,king,"of Judah, are they not written in"
row_7871,the book of the chronicles of the                            ,kings,of Israel? 13:13 And Joash slept with
row_7871,Joash was buried in Samaria with the                         ,kings,of Israel.
row_7872,sickness whereof he died. And Joash the                      ,king,"of Israel came down unto him, and"
row_7874,And he said to the                                           ,king,"of Israel, Put thine hand upon the"
row_7874,and Elisha put his hands upon the                            ,king’s,hands.
row_7876,took them. And he said unto the                              ,king,"of Israel, Smite upon the ground. And"
row_7880,But Hazael                                                   ,king,of Syria oppressed Israel all the days
row_7882,So Hazael                                                    ,king,of Syria died; and Benhadad his son
row_7884,second year of Joash son of Jehoahaz                         ,king,of Israel reigned Amaziah the son of
row_7884,Israel reigned Amaziah the son of Joash                      ,king,of Judah.
row_7888,"came to pass, as soon as the                                 ",kingdom,"was confirmed in his hand, that he"
row_7888,slew his servants which had slain the                        ,king,his father.
row_7891,"the son of Jehoahaz son of Jehu,                             ",king,"of Israel, saying, Come, let us look"
row_7892,And Jehoash the                                              ,king,of Israel sent to Amaziah king of
row_7892,the king of Israel sent to Amaziah                           ,king,"of Judah, saying, The thistle that was"
row_7894,But Amaziah would not hear. Therefore Jehoash                ,king,of Israel went up; and he and
row_7894,Israel went up; and he and Amaziah                           ,king,of Judah looked one another in the
row_7896,And Jehoash                                                  ,king,"of Israel took Amaziah king of Judah,"
row_7896,And Jehoash king of Israel took Amaziah                      ,king,"of Judah, the son of Jehoash the"
row_7897,"LORD, and in the treasures of the                            ",king’s,"house, and hostages, and returned to Samaria."
row_7898,"might, and how he fought with Amaziah                        ",king,"of Judah, are they not written in"
row_7898,the book of the chronicles of the                            ,kings,of Israel? 14:16 And Jehoash slept with
row_7898,and was buried in Samaria with the                           ,kings,of Israel; and Jeroboam his son reigned
row_7899,And Amaziah the son of Joash                                 ,king,of Judah lived after the death of
row_7899,the death of Jehoash son of Jehoahaz                         ,king,of Israel fifteen years.
row_7900,the book of the chronicles of the                            ,kings,of Judah? 14:19 Now they made a
row_7902,"was sixteen years old, and made him                          ",king,instead of his father Amaziah.
row_7903,"restored it to Judah, after that the                         ",king,slept with his fathers.
row_7904,year of Amaziah the son of Joash                             ,king,of Judah Jeroboam the son of Joash
row_7904,of Judah Jeroboam the son of Joash                           ,king,"of Israel began to reign in Samaria,"
row_7909,the book of the chronicles of the                            ,kings,of Israel? 14:29 And Jeroboam slept with
row_7909,"slept with his fathers, even with the                        ",kings,of Israel; and Zachariah his son reigned
row_7910,the twenty and seventh year of Jeroboam                      ,king,of Israel began Azariah son of Amaziah
row_7910,of Israel began Azariah son of Amaziah                       ,king,of Judah to reign.
row_7913,And the LORD smote the                                       ,"king,",so that he was a leper unto
row_7913,in a several house. And Jotham the                           ,king’s,"son was over the house, judging the"
row_7914,the book of the chronicles of the                            ,kings,of Judah?
row_7916,the thirty and eighth year of Azariah                        ,king,of Judah did Zachariah the son of
row_7919,the book of the chronicles of the                            ,kings,of Israel.
row_7921,the nine and thirtieth year of Uzziah                        ,king,of Judah; and he reigned a full
row_7923,the book of the chronicles of the                            ,kings,of Israel.
row_7925,the nine and thirtieth year of Azariah                       ,king,of Judah began Menahem the son of
row_7927,And Pul the                                                  ,king,of Assyria came against the land: and
row_7927,might be with him to confirm the                             ,kingdom,in his hand.
row_7928,"shekels of silver, to give to the                            ",king,of Assyria. So the king of Assyria
row_7928,to the king of Assyria. So the                               ,king,"of Assyria turned back, and stayed not"
row_7929,the book of the chronicles of the                            ,kings,of Israel?
row_7931,In the fiftieth year of Azariah                              ,king,of Judah Pekahiah the son of Menahem
row_7933,"in Samaria, in the palace of the                             ",king’s,"house, with Argob and Arieh, and with"
row_7934,the book of the chronicles of the                            ,kings,of Israel.
row_7935,the two and fiftieth year of Azariah                         ,king,of Judah Pekah the son of Remaliah
row_7937,In the days of Pekah                                         ,king,"of Israel came Tiglathpileser king of Assyria,"
row_7937,of Pekah king of Israel came Tiglathpileser                  ,king,"of Assyria, and took Ijon, and Abelbethmaachah,"
row_7939,the book of the chronicles of the                            ,kings,of Israel.
row_7940,year of Pekah the son of Remaliah                            ,king,of Israel began Jotham the son of
row_7940,Israel began Jotham the son of Uzziah                        ,king,of Judah to reign.
row_7944,the book of the chronicles of the                            ,kings,of Judah?
row_7945,began to send against Judah Rezin the                        ,king,"of Syria, and Pekah the son of"
row_7947,of Remaliah Ahaz the son of Jotham                           ,king,of Judah began to reign.
row_7949,he walked in the way of the                                  ,kings,"of Israel, yea, and made his son"
row_7951,Then Rezin                                                   ,king,of Syria and Pekah son of Remaliah
row_7951,of Syria and Pekah son of Remaliah                           ,king,of Israel came up to Jerusalem to
row_7952,At that time Rezin                                           ,king,"of Syria recovered Elath to Syria, and"
row_7953,So Ahaz sent messengers to Tiglathpileser                    ,king,"of Assyria, saying, I am thy servant"
row_7953,me out of the hand of the                                    ,king,"of Syria, and out of the hand"
row_7953,and out of the hand of the                                   ,king,"of Israel, which rise up against me."
row_7954,"LORD, and in the treasures of the                            ",king’s,"house, and sent it for a present"
row_7954,sent it for a present to the                                 ,king,of Assyria.
row_7955,And the                                                      ,king,of Assyria hearkened unto him: for the
row_7955,of Assyria hearkened unto him: for the                       ,king,"of Assyria went up against Damascus, and"
row_7956,And                                                          ,king,Ahaz went to Damascus to meet Tiglathpileser
row_7956,Ahaz went to Damascus to meet Tiglathpileser                 ,king,"of Assyria, and saw an altar that"
row_7956,an altar that was at Damascus: and                           ,king,Ahaz sent to Urijah the priest the
row_7957,built an altar according to all that                         ,king,Ahaz had sent from Damascus: so Urijah
row_7957,so Urijah the priest made it against                         ,king,Ahaz came from Damascus.
row_7958,And when the                                                 ,king,"was come from Damascus, the king saw"
row_7958,"the king was come from Damascus, the                         ",king,saw the altar: and the king approached
row_7958,the king saw the altar: and the                              ,king,"approached to the altar, and offered thereon."
row_7961,And                                                          ,king,"Ahaz commanded Urijah the priest, saying, Upon"
row_7961,"and the evening meat offering, and the                       ",king’s,"burnt sacrifice, and his meat offering, with"
